ID,Group,weight_group,Weight,Time,Country,gender,urban_global,education_ISCE,age,a_1,a_2,a_3,a_4,a_5,proposal_01,proposal_02,proposal_03,proposal_04,proposal_05,proposal_06,proposal_07,proposal_08,proposal_09,proposal_10,proposal_11,proposal_12,proposal_13,proposal_14,proposal_15,proposal_16,proposal_17,proposal_18,proposal_19,proposal_20,proposal_21,proposal_22,proposal_23,proposal_24,proposal_25,proposal_26,proposal_27,proposal_28,proposal_29,proposal_30,proposal_31,proposal_32,proposal_33,proposal_34,proposal_35,proposal_36,proposal_37,proposal_38,proposal_39,proposal_40,proposal_41,proposal_42,proposal_43,proposal_44,proposal_45,statement_01,statement_02,statement_03,statement_04,statement_05,statement_06,statement_07,statement_08,statement_09,statement_10,statement_11,statement_12,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,civic_1,civic_2,civic_3,civic_4,civic_5,civic_6,civic_7,disagree_1,disagree_2,disagree_3,disagree_4,disagree_5,disagree_6,disagree_7,disagree_8,disagree_9,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,b_01,b_02,b_03,b_04,b_05,b_06,b_07,b_08_1,b_08_2,b_08_3,b_08_4,b_08_5,b_09,b_10_01,b_10_02,b_10_03,b_10_04,b_10_05,b_10_06,b_10_07,b_10_08,b_10_09,b_10_10,b_10_11,b_10_12,b_10_13,b_10_14,b_10_15,b_10_16,eval_01,eval_02,eval_03,eval_04,eval_05,eval_06,eval_07,eval_08,eval_09,eval_10,eval_11,eval_12,eval_13,eval_14,eval_15,eval_16,eval_17,eval_18
IN_6177227530,1,India_Treatment,2.30185302786033,0,3,1,0,3,24,8,10,0,,,10,10,7,6,8,9,9,10,10,10,10,10,5,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,7,10,10,4,1,4,8,9,9,9,2,,3,6,10,8,10,5,10,10,10,,2,10,8,2,3,7,9,9,9,9,,,3,6,,8,8,6,6,6,6,6,4,,5,,4,5,1,4,2,1,1,,,,,,,,41,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
IN_6177227530,1,India_Treatment,2.30185302786033,1,3,1,0,3,24,8,9,0,,,9,10,10,3,10,6,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,8,8,5,9,10,10,10,10,10,,10,10,10,10,10,10,10,6,9,10,10,10,5,10,7,4,1,3,10,10,10,10,3,6,,8,10,8,10,10,10,10,10,10,4,10,8,4,4,6,8,,,,,,8,,8,,3,4,5,6,4,2,4,,5,5,4,5,1,4,2,1,1,,,,,,,,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,10,8,9,10,10,8,9,9,10,8,4,7,9,9,9,6,9
IN_6170108836,0,India_Control,1.32500594913984,0,3,1,1,3,18,7,7,1,10,6,10,9,5,4,3,2,9,10,10,10,9,10,7,10,10,10,10,7,8,10,10,5,5,6,9,5,6,6,7,9,10,10,9,8,5,6,10,10,9,9,3,6,8,8,7,6,9,3,7,10,6,4,8,9,10,6,8,5,3,7,10,10,9,10,10,6,5,10,10,6,3,5,10,8,10,10,4,8,6,10,10,5,3,7,7,6,2,4,4,5,5,,5,,,,,,2,1,0,1,0,1,0,28,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
IN_6170108836,0,India_Control,1.32500594913984,1,3,1,1,3,18,8,7,1,8,8,9,7,3,9,6,9,10,10,10,8,9,10,9,8,10,10,10,8,9,8,9,7,8,1,10,8,9,7,10,9,10,8,10,8,9,7,5,6,9,9,4,9,6,8,9,8,6,3,5,7,7,6,5,8,8,7,7,8,9,10,10,10,9,9,10,5,7,10,10,8,8,6,10,10,8,10,9,8,10,10,8,6,6,8,8,6,3,,4,5,5,3,5,1,3,2,1,3,3,1,0,1,0,1,0,8,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
IN_6177678692,1,India_Treatment,0.60517676496878,0,3,0,0,6,38,9,9,0,,,9,9,9,9,9,8,9,9,9,8,9,9,9,9,10,10,10,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,7,9,9,9,8,9,9,9,9,8,8,8,8,9,9,9,9,9,9,8,5,8,8,8,8,8,8,8,9,9,9,8,8,8,9,8,8,8,1,,1,5,2,1,1,2,2,1,1,,,,,,,,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
IN_6177678692,1,India_Treatment,0.60517676496878,1,3,0,0,6,38,9,9,0,,,8,6,8,8,8,4,4,9,8,8,8,8,8,9,10,9,9,9,9,9,9,9,9,,9,10,9,9,9,9,9,8,10,8,9,9,9,9,8,8,7,8,8,9,8,9,8,1,8,6,8,8,8,7,,,6,9,5,8,9,9,8,9,10,9,8,,2,2,8,8,5,5,,5,,,8,,7,8,5,8,8,8,8,4,,5,5,,5,1,,1,1,1,,,,,,,,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,8,9,8,8,8,10,9,7,9,10,8,8,0,8
IN_6177065346,1,India_Treatment,1.28796213251085,0,3,1,0,3,20,4,5,1,7,4,10,8,5,,,,,,8,,8,7,9,8,10,10,10,10,10,,,,10,10,10,,,,,9,,8,10,7,,,10,9,5,8,7,7,8,8,,,,,10,,10,9,10,7,10,,,10,6,10,10,,10,10,7,,10,9,,3,1,5,,,,,,,8,,,5,5,7,6,5,,4,,2,3,2,4,,,,,,1,8,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
IN_6177065346,1,India_Treatment,1.28796213251085,1,3,1,0,3,20,8,7,0,,,10,10,8,7,10,8,,9,8,10,6,9,9,,10,8,7,10,9,,7,8,8,8,7,8,5,,6,9,10,8,10,8,7,8,7,8,7,,9,7,8,7,7,6,8,3,8,,6,,7,7,5,,6,10,7,10,10,,10,10,,,7,6,4,5,5,6,6,,5,6,,,7,,,6,,7,6,5,4,4,,,5,,4,,,,,,,,,,,,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,7,10,10,7,10,9,9,10,6,0,7,10,6,5,5,7
IN_6177883118,0,India_Control,0.87872102670894,0,3,0,1,1,49,4,3,1,4,4,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,5,8,5,7,6,7,6,5,7,7,7,6,6,6,10,10,7,9,7,9,7,9,0,6,7,8,8,6,8,7,8,7,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,,,10,10,8,7,,8,,,10,10,10,4,4,,3,5,3,,1,2,,1,1,2,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
IN_6177883118,0,India_Control,0.87872102670894,1,3,0,1,1,49,10,7,0,,,10,7,10,9,10,10,9,10,10,7,5,9,7,8,10,10,10,10,10,,10,10,10,10,10,7,,,10,10,0,,10,10,10,10,10,10,3,10,8,10,10,10,10,10,7,9,10,,9,,10,8,6,8,8,10,10,10,10,10,10,10,10,9,9,10,9,2,5,10,,8,6,4,4,7,8,7,9,0,2,8,5,2,0,4,4,5,5,3,,1,4,2,1,1,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
IN_6177227550,1,India_Treatment,2.19442012389537,0,3,1,0,3,33,3,3,1,0,0,10,10,,8,7,9,5,6,10,9,9,5,,6,10,10,10,10,5,6,5,3,8,5,6,1,8,10,8,10,5,4,5,8,5,5,6,10,6,4,5,,,7,5,0,8,2,10,8,10,3,9,1,,,5,10,9,10,8,5,10,10,8,0,10,6,,6,3,6,8,,8,5,,7,10,0,10,7,3,10,6,6,7,4,,5,5,,,1,1,3,1,1,2,1,0,0,1,1,0,5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6177227550,1,India_Treatment,2.19442012389537,1,3,1,0,3,33,7,8,1,9,10,10,10,8,10,5,8,6,7,9,10,4,3,4,9,10,10,10,10,5,2,10,5,10,5,5,4,5,8,10,10,9,1,10,9,10,4,5,10,10,8,8,10,9,10,2,1,10,0,10,4,8,4,5,10,5,2,3,10,9,10,9,10,10,10,10,3,7,4,3,2,5,8,2,7,5,10,1,1,10,0,9,5,4,8,10,5,7,4,,5,5,,5,1,1,4,1,1,2,1,0,0,0,1,0,,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,10,10,2,8,10,10,9,10,9,10,3,0,10,7,7,9,0,10
IN_6176850896,1,India_Treatment,1.23897229733654,0,3,0,0,3,20,9,9,0,,,10,10,,9,9,,10,,10,10,,8,8,10,10,10,,10,10,,,,,,,,,,9,,,,8,9,10,10,10,,,,10,9,10,,8,10,,,9,8,,,7,9,,,,10,7,8,7,9,10,10,10,1,6,9,,,8,,8,9,9,6,5,9,6,8,6,7,,8,,8,,4,,5,,,4,1,,2,1,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
IN_6176850896,1,India_Treatment,1.23897229733654,1,3,0,0,3,20,8,8,0,,,10,9,8,9,9,7,10,9,10,10,9,9,9,10,10,9,9,10,9,10,10,9,9,9,8,,8,8,10,9,7,7,10,10,10,10,9,8,9,7,9,9,9,8,9,8,,7,9,10,9,8,9,10,6,9,5,9,8,9,9,9,9,6,9,3,8,8,6,7,6,7,9,9,9,7,6,8,5,7,5,8,7,8,7,7,7,4,,5,5,4,5,1,3,1,2,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,7,3,8,8,7,6,8,10,4,,6,2,,5,7,7
IN_6178356082,0,India_Control,0.563954428267577,0,3,0,0,6,40,10,10,1,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,,8,8,10,10,10,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,8,5,10,9,10,8,10,8,10,10,10,8,5,10,8,6,8,7,10,4,,1,3,3,1,1,4,2,1,1,3,1,1,0,0,0,0,28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
IN_6178356082,0,India_Control,0.563954428267577,1,3,0,0,6,40,10,7,1,8,7,10,8,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,1,,3,3,2,1,1,2,2,1,1,2,4,1,0,1,0,0,100,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178465314,1,India_Treatment,0.327522517152042,0,3,1,0,6,22,7,7,0,,,8,7,7,9,4,,5,10,8,7,9,8,7,10,10,10,10,10,9,8,8,7,8,,8,8,8,7,,,9,7,10,9,,8,5,6,,7,8,8,8,7,,4,7,4,7,,8,8,8,,6,9,,10,10,10,10,8,10,10,8,,7,10,9,9,6,,7,,10,,10,,3,10,8,3,5,7,7,7,,,,5,5,,5,,,,,,,,,,,,,13,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178465314,1,India_Treatment,0.327522517152042,1,3,1,0,6,22,4,7,0,,,7,7,7,9,,8,6,7,7,10,6,8,7,6,6,7,9,10,7,8,7,3,8,8,8,9,10,,8,10,,8,10,10,10,7,,7,,9,9,8,9,8,,5,7,4,8,6,,,,6,,6,6,10,8,10,10,10,10,10,6,4,10,10,8,,5,6,9,9,7,,7,7,10,7,10,6,6,8,7,,4,,,1,5,2,5,1,4,,8,1,,,,,,,,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,9,7,10,10,10,7,7,10,6,,8,7,7,10,3,7
IN_6178469574,1,India_Treatment,2.05480758166416,0,3,0,1,3,43,10,10,0,,,5,4,5,4,6,7,4,6,5,7,4,4,6,5,7,8,10,5,10,6,8,6,7,5,7,7,8,4,8,6,4,6,10,7,6,6,7,4,4,6,8,5,6,8,4,7,6,8,6,7,7,8,6,5,7,7,6,5,7,5,6,6,7,10,7,6,6,5,6,5,6,7,5,5,7,6,6,6,6,6,6,6,7,8,7,6,6,4,,1,5,,4,1,2,2,2,2,,,,,,,,55,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178469574,1,India_Treatment,2.05480758166416,1,3,0,1,3,43,10,10,0,,,6,6,10,2,2,2,10,10,10,10,10,8,8,8,10,10,10,7,8,9,10,10,10,3,10,3,5,7,6,9,8,5,10,10,10,7,9,10,10,6,6,8,7,5,4,4,6,5,3,10,6,6,5,5,6,4,5,10,10,10,10,10,10,10,10,6,5,7,8,10,6,,,,5,5,10,,10,,4,5,6,4,8,4,7,4,,1,2,,4,1,4,2,1,1,,,,,,,,51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,10,10,10,6,9,10,10,10,0,0,10,10,10,10,10
IN_6178439086,1,India_Treatment,0.146938319720611,0,3,0,0,6,22,8,8,1,8,9,8,5,8,8,5,8,9,8,9,7,9,7,9,8,5,9,8,8,8,8,9,10,10,8,8,8,9,6,8,9,9,9,10,8,9,9,9,10,8,9,10,8,7,9,8,9,7,10,9,8,9,7,6,8,8,9,8,9,9,10,9,7,9,8,9,8,9,7,9,9,5,2,6,6,,8,4,6,6,8,9,8,8,9,6,8,6,2,1,1,3,1,1,1,3,2,1,3,3,1,0,1,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178439086,1,India_Treatment,0.146938319720611,1,3,0,0,6,22,8,7,0,,,8,10,10,9,6,6,10,10,8,8,6,8,9,9,7,10,9,8,10,9,9,10,10,10,9,9,9,10,10,9,10,10,9,8,9,10,8,9,8,9,10,9,10,10,9,8,9,10,10,10,9,9,8,9,8,7,10,8,8,9,10,8,9,10,9,7,10,5,8,8,9,8,8,9,8,9,6,9,8,9,10,7,5,9,7,6,8,1,1,2,3,1,3,0,,,,,,,,,,,,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,10,10,10,10,10,10,10,8,9,10,9,10,10,9,2,10
IN_6178435596,1,India_Treatment,2.31919513018382,0,3,0,0,3,50,10,8,0,,,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,6,10,10,10,10,10,10,10,10,9,10,10,10,10,10,8,7,8,10,8,10,9,10,4,6,9,9,10,8,8,7,8,10,9,10,10,9,9,10,9,9,8,9,8,9,7,8,8,8,7,8,6,7,8,9,8,4,4,5,2,3,1,1,0,,,,,,,,,,,,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178435596,1,India_Treatment,2.31919513018382,1,3,0,0,3,50,5,8,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,9,10,9,10,7,10,8,10,3,10,9,9,10,10,10,9,8,10,10,10,9,9,9,9,9,10,5,6,7,9,6,8,4,9,3,8,6,8,6,5,8,3,2,4,1,5,2,1,0,,,,,,,,,,,,82,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10
IN_6178564438,0,India_Control,0.401036646700735,0,3,1,0,6,43,9,9,1,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,5,5,,5,1,2,2,1,1,2,1,1,1,0,1,0,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
IN_6178564438,0,India_Control,0.401036646700735,1,3,1,0,6,43,5,5,1,0,0,5,5,10,10,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,1,5,4,5,1,1,4,1,1,4,1,1,1,0,1,0,10,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
IN_6178538032,1,India_Treatment,1.70353008098614,0,3,0,0,3,19,8,6,0,,,8,6,7,7,7,8,6,8,8,6,6,7,7,6,7,6,8,5,6,4,6,8,7,7,7,7,7,7,6,7,7,6,8,6,5,5,6,5,3,6,7,7,6,5,8,6,8,6,6,6,7,6,7,8,5,8,7,6,7,6,5,8,6,8,7,8,7,6,7,8,8,6,7,7,5,6,7,6,,8,7,6,6,7,8,6,4,,4,1,5,,,1,3,3,2,2,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178538032,1,India_Treatment,1.70353008098614,1,3,0,0,3,19,8,7,0,,,8,7,4,4,5,5,3,8,9,10,10,9,8,10,10,10,9,7,7,8,7,6,8,7,10,6,6,8,7,10,8,10,9,6,5,5,7,8,6,10,7,8,10,9,9,8,6,4,7,9,8,8,7,6,6,10,8,10,10,10,10,10,10,10,8,8,6,8,4,4,5,8,5,5,5,4,5,5,5,8,6,4,6,6,8,7,7,4,,5,5,,4,1,2,3,1,1,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,8,10,10,9,9,9,10,10,10,10,10,7,9,10,10,10,0,7
IN_6178469704,1,India_Treatment,1.00307464229658,0,3,1,0,4,29,10,10,0,,,10,10,6,7,8,8,8,6,8,7,7,10,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,7,10,10,10,10,10,10,8,10,10,9,8,8,6,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,7,6,8,10,6,9,10,10,10,10,10,10,10,10,10,2,6,10,7,3,3,,,2,5,,,1,,,1,1,,,,,,,,,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178469704,1,India_Treatment,1.00307464229658,1,3,1,0,4,29,10,6,0,,,8,10,7,10,8,8,8,8,10,10,10,9,7,8,6,6,9,9,7,9,9,9,8,10,8,9,9,9,9,9,9,8,8,8,8,9,7,8,5,5,10,7,9,9,9,8,6,7,7,5,8,8,8,5,7,6,8,10,10,10,8,8,8,8,8,8,8,9,10,10,5,5,6,7,7,7,7,7,7,7,7,0,5,7,5,5,0,4,,5,2,,4,1,4,,1,1,,,,,,,,55,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,5,5,10,10,10,10,10,10,10,10,10,4,10,10,7,10,3,10
IN_6178600100,1,India_Treatment,0.327016542231428,0,3,0,0,6,39,8,8,0,,,10,7,8,8,6,8,8,6,9,7,10,4,7,5,9,8,8,7,9,9,9,9,7,9,10,5,2,5,8,6,7,7,9,8,6,9,9,9,8,9,7,10,9,8,7,4,7,8,5,8,9,6,8,6,8,4,8,7,10,10,9,7,9,10,10,2,3,5,7,8,5,6,4,4,9,2,8,1,5,7,6,4,5,2,0,6,8,3,,2,4,2,1,,,,,,,,,,,,,50,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,
IN_6178600100,1,India_Treatment,0.327016542231428,1,3,0,0,6,39,8,7,1,6,6,10,8,6,5,4,3,8,9,7,9,7,9,7,10,8,9,10,8,9,6,7,5,8,6,9,7,9,10,8,9,6,8,10,8,7,8,5,7,5,8,9,8,8,5,4,7,4,3,5,7,8,5,6,3,5,8,5,10,8,9,8,9,10,9,9,4,6,3,2,4,7,9,5,3,4,6,5,3,7,4,7,7,5,6,4,6,8,4,,5,5,,,1,3,3,1,1,2,1,0,0,0,1,0,30,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,10,9,10,10,8,9,10,9,10,10,8,2,8,10,7,8,0,7
IN_6178400854,0,India_Control,0.670120122976073,0,3,0,0,6,40,8,8,1,9,9,10,10,9,9,9,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,9,9,10,10,10,10,10,10,10,10,10,10,9,8,9,9,9,9,4,9,8,9,9,9,9,9,9,8,10,10,10,10,10,10,10,10,10,10,7,6,7,9,10,8,8,8,10,10,7,8,9,9,9,8,9,8,8,9,2,,5,2,4,4,1,1,4,1,1,4,1,0,0,0,1,0,70,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
IN_6178400854,0,India_Control,0.670120122976073,1,3,0,0,6,40,8,8,1,8,8,9,9,9,9,9,8,8,8,8,8,8,8,9,8,9,10,9,9,9,9,9,8,8,9,9,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,9,8,8,8,9,8,8,8,9,8,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,10,9,9,9,4,,5,5,3,5,1,1,4,1,1,3,2,0,0,0,1,0,66,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,
IN_6178637002,1,India_Treatment,0.274215480121578,0,3,1,0,6,32,9,9,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,8,10,10,10,10,,7,3,8,9,1,10,10,10,10,10,10,9,6,6,10,10,9,10,10,10,10,3,,10,9,9,9,10,,10,10,10,7,10,10,10,10,10,10,6,9,7,4,7,,9,8,9,7,8,8,6,7,7,7,6,5,8,5,6,7,4,,5,5,,,1,1,2,,4,3,1,0,0,1,1,0,,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178637002,1,India_Treatment,0.274215480121578,1,3,1,0,6,32,9,9,1,9,8,9,9,10,9,8,7,8,9,8,8,8,8,5,10,9,10,10,10,10,10,9,9,9,9,10,9,10,4,9,10,,10,10,10,9,9,9,9,9,9,10,9,10,9,9,8,9,9,,9,10,9,7,9,7,9,8,9,9,9,9,9,9,10,9,9,1,6,8,6,9,8,7,9,8,5,9,10,7,10,9,7,6,8,6,6,7,2,,5,5,2,5,1,2,2,1,1,3,1,1,0,1,1,0,86,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,8,8,10,9,7,7,7,9,9,10,9,8,9,9,8,9,8,8
IN_6178609220,1,India_Treatment,0.216902599203775,0,3,0,0,6,53,9,9,0,,,10,10,6,6,10,10,6,10,10,10,10,10,10,8,10,10,10,10,10,10,10,9,8,8,8,8,8,8,9,8,8,6,8,7,9,8,8,8,5,8,8,5,5,0,0,7,7,2,5,5,5,5,0,5,10,0,5,5,2,5,5,5,9,9,8,5,8,3,3,3,8,9,5,5,5,5,5,8,8,5,5,10,3,3,5,5,8,4,,5,5,4,5,1,2,2,1,1,,,,,,,,50,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
IN_6178609220,1,India_Treatment,0.216902599203775,1,3,0,0,6,53,9,9,0,,,9,9,9,7,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,9,10,10,10,10,10,10,10,10,8,10,9,7,8,9,8,9,6,3,5,8,8,8,8,6,9,8,5,8,5,5,5,9,9,10,9,5,5,5,2,2,9,9,5,6,5,7,7,7,7,6,2,9,4,4,4,4,5,4,,5,5,4,5,1,2,3,1,1,,,,,,,,3,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,5,5,10,10,9,9,9,9,9,9,8,5,8,10,5,9,4,10
IN_6178369112,1,India_Treatment,2.68460430793335,0,3,1,0,3,31,10,10,1,10,10,10,10,10,10,10,10,7,9,10,10,9,9,9,10,10,10,10,10,10,10,9,9,9,9,9,9,,9,10,10,5,10,9,10,10,10,10,10,8,9,8,9,9,8,7,8,8,6,10,9,8,9,9,7,,10,8,10,7,10,9,10,10,10,10,9,10,9,8,8,8,7,10,10,10,10,10,10,8,10,8,5,5,8,8,8,4,3,1,1,5,2,5,1,2,2,1,1,3,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IN_6178369112,1,India_Treatment,2.68460430793335,1,3,1,0,3,31,10,10,1,9,9,9,10,10,10,8,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,5,5,9,10,10,10,7,8,10,10,5,10,10,10,10,10,10,10,10,0,1,0,10,10,10,10,9,9,9,9,,10,10,9,10,2,5,8,7,7,9,4,,1,5,1,5,1,2,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,9,10,10,10,10,10,10,10,10,7,9,8,10,5,9,0,9
IN_6178170052,0,India_Control,2.22363136922738,0,3,0,1,3,43,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,5,5,5,10,10,10,5,6,5,5,7,,,,2,,,1,4,2,1,1,2,1,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
IN_6178170052,0,India_Control,2.22363136922738,1,3,0,1,3,43,5,4,1,7,7,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,5,5,10,5,10,10,10,10,10,10,10,10,10,2,,,4,,,1,3,2,1,1,1,1,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
IN_6178606286,0,India_Control,0.286353695697331,0,3,0,0,6,20,9,9,0,,,10,10,10,7,7,8,10,10,10,10,10,10,10,9,10,10,10,10,10,10,8,10,10,10,10,9,6,,10,10,,10,10,10,10,10,10,10,10,,7,7,5,7,7,,7,3,8,8,8,7,10,10,7,7,,10,7,10,10,8,10,10,10,7,4,4,5,,8,7,6,8,8,6,8,8,8,8,10,7,6,8,8,8,8,4,,5,5,4,1,1,,,1,1,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
